lp,RSPO,REGON,nip,Nazwa szkoły,Powiat,Gmina,Miejscowość,Ulica,Numer domu,tel.,email,Numer telefonu kontaktowego do organu prowadzącego,Adres e-mail do organu prowadzącego,Adres witryny internetowej organu prowadzącego (jeżeli nie posiada należy wpisać „nie posiada”),ORGAN regon,ORGAN nip,REGON szkoły,Numer szkoły w Rejestrze Szkół i Placówek Oświatowych (RSPO),Numer telefonu kontaktowego do szkoły,Adres kontaktowy e-mail do szkoły,Adres witryny internetowej szkoły (jeżeli nie posiada należy wpisać „nie posiada”),Imię dyr.,Nazwisko dyr.,Imię wice,Nazwisko wice,Dziewczęta w szkole w klasach IV - VIII,Chłopcy w szkole w klasach IV - VIII,suma,grupa
671,109416,1214565,6852282133,SZKOŁA PODSTAWOWA IMIENIA ŚWIETEGO JANA PAWŁA II W NIENASZOWIE,jasielski,Nowy Żmigród,Nienaszów,,309,,zsnienaszow@wp.pl,134482639,cuw@nowyzmigrod.eu,https://nowyzmigrod.eu,370440347,6851651551,1214565,109416,123793,671@mail.pl,www.spnienaszow.szkolna.net,Zdzisław,Świstak,brak,brak,18,35,53,mała
672,109417,1214594,6852256147,SZKOŁA PODSTAWOWA W ŁĘŻYNACH,jasielski,Nowy Żmigród,Łężyny,,144,134415291,splezyny@poczta.onet.pl,134482634,cuw@nowyzmigrod.eu,www.nowyzmigrod.eu,370440347,6851651551,1214594,109417,123794,672@mail.pl,www.lezyny.edu.pl,Teresa,Wójtowicz,brak,brak,35,36,71,mała
673,109430,1197967,6861568691,SZKOŁA PODSTAWOWA NR 2 IM.KS. PAWŁA KOMBORSKIEGO W PRZYSIETNICY,brzozowski,Brzozów,Przysietnica,,514,,gimprzy@poczta.onet.pl,134341050,um_brzozow@brzozow.pl,http://www.brzozow.pl/,370440235,,1197967,109430,123795,673@mail.pl,https://zsprzysietnica.edupage.org/,Wiesława,Filipowicz,brak,brak,41,45,86,mała
674,109436,1199972,6861568716,SZKOŁA PODSTAWOWAIM.W.WITOSAW GÓRKACH,brzozowski,Brzozów,Górki,,78 A,134345614,zespolszkolgorki@poczta.onet.pl,134341050,um_brzozow@brzozow.pl,https://brzozow.pl,370440235,,1199972,109436,123796,674@mail.pl,http://spgorki.pl,Karol,Szopa,brak,brak,28,21,49,mała
675,109446,1199966,6861568745,SZKOŁA PODSTAWOWA NR 1 IM.KRÓLOWEJ JADWIGI W HUMNISKACH,brzozowski,Brzozów,Humniska,rondo Rondo abp. Ignacego Tokarczuka,264,,sphumniska@poczta.fm,134341050,um_brzozow@brzozow.pl,www.brzozow.pl,370440235,,1199966,109446,123797,675@mail.pl,www.sphumniska.pl,Lucjan,Pipka,brak,brak,69,86,155,średnia
676,109460,1197973,6861644966,SZKOŁA PODSTAWOWA NR 2IM.I.ŁUKASIEWICZAW HUMNISKACH,brzozowski,Brzozów,Humniska,rondo Rondo abp. Ignacego Tokarczuka,877,134341787,zs2humniska@interia.pl,134341050,um_brzozow@brzozow.pl,https://brzozow.pl,370440235,,1197973,109460,123798,676@mail.pl,https://sp2humniska.pl,Małgorzata,Świtalska,brak,brak,29,38,67,mała
677,109464,1198228,6861644972,SZKOŁA PODSTAWOWAIM.PROF. W.PAŃKIW TURZYM POLU,brzozowski,Brzozów,Turze Pole,,152,134341391,sekretariat@spturzepole.pl,134341050,um_brzozow@brzozow.pl,www.brzozow.pl,370440235,,1198228,109464,123799,677@mail.pl,www.spturzepole.brzozow.pl,Zuzanna,Rybka,brak,brak,36,33,69,mała
678,109469,1197944,6861568722,SZKOŁA PODSTAWOWA IM. NAJŚWIĘTSZEGO SERCAJEZUSA W STAREJ WSI,brzozowski,Brzozów,Stara Wieś,,790,134342525,sp@szkolastarawies.pl,134341050,um_brzozow@brzozow.pl,brzozow.pl,370440235,,1197944,109469,123800,678@mail.pl,spstarawies.net.pl,Piotr,Leśniak,brak,brak,120,93,213,średnia
679,109488,266933,8131099931,SZKOŁA PODSTAWOWA IM. GEN.STANISŁAWA MACZKA W BOGUCHWALE,rzeszowski,Boguchwała,Boguchwała,ul. Teodora Lubomirskiego,2,178714438,sp.boguchwala@boguchwala.pl,178755253,e.jasinska@um.boguchwala.pl,boguchwala.pl,690582000,,266933,109488,123801,679@mail.pl,spboguchwala.pl,Bartłomiej,Marciak,brak,brak,126,115,241,średnia
680,109510,1197950,6861470265,SZKOŁA PODSTAWOWA NR 1IM.MARII KONOPNICKIEJW PRZYSIETNICY,brzozowski,Brzozów,Przysietnica,,198,134349013,przysietnica_szkola@o2.pl,134341050,um_brzozow@brzozow.pl,https://brzozow.pl/,370440235,,1197950,109510,123802,680@mail.pl,https://spp1.brzozow.pl/,Wiesław,Fudali,brak,brak,73,70,143,średnia
681,109527,919186,0,"PUBLICZNA SZKOŁA PODSTAWOWA W NOWOSIELCU IM.JANA PAWŁA II,NOWOSIELEC 134",niżański,Nisko,Nowosielec,,134,,sp_nowosielec@wp.eu,158415643,ugim@nisko.pl,www.nisko.pl,830409442,,919186,109527,123803,681@mail.pl,www.zspnowosielec.szkolnastrona.pl,Anna,Biernacka,brak,brak,55,36,91,mała
682,109531,919192,0,PUBLICZNA SZKOŁA PODSTAWOWA NR 3 W NISKU,niżański,Nisko,Nisko,ul. Piaskowa,15,158412171,sekretariat@3nisko.eu,158415643,sekretariat.ugim@nisko.pl,nisko.pl,830409442,,919192,109531,123804,682@mail.pl,3nisko.pl,Małgorzata,Weiss,brak,brak,84,93,177,średnia
683,109533,830448258,0,PUBLICZNA SZKOŁA PODSTAWOWA NR 5 W NISKU IM.PODOFICERSKIEJ SZKOŁY PIECHOTY DLA MAŁOLETNICH,niżański,Nisko,Nisko,ul. Tysiąclecia,12A,158413922,sp5nisko@wp.pl,158415643,ugim@nisko.pl,www.nisko.pl,830409442,,830448258,109533,123805,683@mail.pl,www.zs2.nisko.pl,Danuta,Janeczko,brak,brak,96,117,213,średnia
684,109581,1131885,8131099977,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W MOGIELNICY,rzeszowski,Boguchwała,Mogielnica,,167,,sp.mogielnica@boguchwala.pl,178755200,um@boguchwala.pl,www.boguchwala.pl,690582000,,1131885,109581,123806,684@mail.pl,www.spmogielnica.pl,Łukasz,Nizińska,brak,brak,42,37,79,mała
685,109582,1131879,8131099865,SZKOŁA PODSTWOWA IM.KSIĘDZA CZESŁAWA PRZYSTASIA W LUTORYŻU,rzeszowski,Boguchwała,Lutoryż,,432,,sp.lutoryz@boguchwala.pl,178755200,um@boguchwala.pl,boguchwala.pl,690582000,,1131879,109582,123807,685@mail.pl,http://splutoryz.szkolnastrona.pl/,Alina,Benewiat,brak,brak,66,54,120,mała
686,109584,1131939,8132186566,SZKOŁA PODSTWOWA IM. BŁ. KS. JERZEGO POPIEŁUSZKI W WOLI ZGŁOBIEŃSKIEJ,rzeszowski,Boguchwała,Wola Zgłobieńska,,140,,sp.wzglob@boguchwala.pl,178755200,um@boguchwala.pl,www.boguchwala.pl,690582000,,1131939,109584,123808,686@mail.pl,Wola Zgłobieńska,Jan,Majka,brak,brak,50,40,90,mała
687,109585,1131900,8132292564,SZKOŁA PODSTAWOWA NR 2 IM. KRÓLOWEJ JADWIGI W NIECHOBRZU,rzeszowski,Boguchwała,Niechobrz,,549,178718224,sp2.niechobrz@boguchwala.pl,178755200,um@boguchwala.pl,https://boguchwala.pl/,690582000,,1131900,109585,123809,687@mail.pl,http://sp2niechobrz.szkolnastrona.pl/,Tomasz,Zięba,brak,brak,30,30,60,mała
688,109586,1131916,8132186359,SZKOŁA PODSTAWOWA IM. WINCENTEGO WITOSA W NOSÓWCE,rzeszowski,Boguchwała,Nosówka,,186,,sp.nosowka@boguchwala.pl,178755253,e.jasinska@um.boguchwala.pl,www.boguchwala.pl,690582000,,1131916,109586,123810,688@mail.pl,www.nosowka.pl,Bożena,Drozd-Ulijasz,brak,brak,25,24,49,mała
689,109587,1131945,8132186537,SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO W ZGŁOBNIU,rzeszowski,Boguchwała,Zgłobień,,71,178506575,sp.zglobien@boguchwala.pl,178755200,um@boguchwala.pl,https://www.boguchwala.pl/,690582000,,1131945,109587,123811,689@mail.pl,spzglobien.pl,Grzegorz,Flis,brak,brak,38,39,77,mała
690,110158,1199995,6861470288,SZKOŁA PODSTAWOWA NR 1IM.WŁ.SZAFERAW BRZOZOWIE,brzozowski,Brzozów,Brzozów,ul. Parkowa,5,134341937,sp@spbrzozow.pl,134341344,zeasbrzozow@poczta.onet.pl,nie posiada,370440235,,1199995,110158,123812,690@mail.pl,https://www.spbrzozow.pl/,Tomasz,Duma,brak,brak,183,182,365,duża
691,110525,1131603,0,SZKOŁA PODSTAWOWA IM. ŚW. KRÓLOWEJ JADWIGI W TRZEBUSCE,rzeszowski,Sokołów Małopolski,Trzebuska,,196,177729051,trzebuska.szkola@gmail.com,177729019,ugim@sokolow-mlp.pl,https://sokolow-mlp.pl/,690582134,,1131603,110525,123813,691@mail.pl,http://szkolatrzebuska.edu.pl/,Edward,Grębowiec,brak,brak,20,19,39,mała
692,111616,1131922,5170138326,SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ,rzeszowski,Boguchwała,Racławówka,,215,178717525,zs.raclawowka@boguchwala.pl,178755200,um@boguchwala.pl,www.boguchwala.pl,690582000,,1131922,111616,123814,692@mail.pl,spraclawowka.edupage.org,Andrzej,Kozieja,brak,brak,43,56,99,mała
693,111618,691679404,8133004509,SZKOŁA PODSTAWOWA NR 1 IM. KRÓLA WŁADYSŁAWA JAGIEŁŁY,rzeszowski,Boguchwała,Dolny Niechobrz,,679,178718007,zs.niechobrz@boguchwala.pl,178755200,um@boguchwala.pl,boguchwala.pl,690582000,,691679404,111618,123815,693@mail.pl,sp1niechobrz.pl,Grzegorz,Bieńko,brak,brak,39,35,74,mała
694,111631,180152598,8132200349,SZKOŁA PODSTAWOWA IM.ARMII KRAJOWEJ,rzeszowski,Boguchwała,Kielanówka,,111,,sp.kielanowka@boguchwala.pl,178755200,um@boguchwala.pl,www.boguchwala.pl,690582000,,180152598,111631,123816,694@mail.pl,www.zskielanowka.pl,Mariusz,Nowak-Maluchnik,brak,brak,58,62,120,mała
695,111954,691688998,8133755084,OGÓLNOKSZTAŁCĄCA SZKOŁA MUZYCZNA I STOPNIA,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Fryderyka Szopena,32,177482200,sekretariat@zsm1.resman.pl,178754588,edukacja@erzeszow.pl,erzeszow.pl,690581353,,691688998,111954,123817,695@mail.pl,https://szkolamuzyczna.rzeszow.pl/,Monika,Czerkowicz,brak,brak,49,41,90,mała
696,113455,1131365,8141444996,SZKOŁA PODSTAWOWA IM. ŚW. JADWIGI KRÓLOWEJ W KAMIENIU PRUSINIE,rzeszowski,Kamień,Kamień,,119,178556019,36053s@gazeta.pl,179556091,sekretariat@gminakamien.pl,www.gminakamien.pl,690582105,,1131365,113455,123818,696@mail.pl,www.spprusina.edupage.org,Małgorzata,Tymcio,brak,brak,26,27,53,mała
697,113573,1200244,0,ZESPÓŁ SZKÓŁ PUBLICZNYCH SZKOŁA PODSTAWOWA IM. STANISŁAWA WYSPIAŃSKIEGO W RYMANOWIE,krośnieński,Rymanów,Rymanów,ul. Szkolna,2,134355020,zsprymanow@rymanow.pl,134355126,zeas@rymanow.pl,rymanow.pl,370440590,,1200244,113573,123819,697@mail.pl,zsprymanow.pl,Beata,Kurecka,brak,brak,107,127,234,średnia
698,113821,718631,8722005494,SZKOŁA PODSTAWOWA NR 3 IM. ZBYSZKA CYGANIEWICZA W JODŁOWEJ,dębicki,Jodłowa,Jodłowa,,798,146726142,sp3jodlowa@jodlowa.eu,146833053,gmina.jodlowa@jodlowa.eu,https://www.jodlowa.eu/,851661100,,718631,113821,123820,698@mail.pl,https://sp3jodlowa.edupage.org/,Barbara,Pyzik,brak,brak,10,10,20,mała
699,113822,1278298,8722005488,SZKOŁA PODSTAWOWA IM.PARTYZANTÓW ARMII KRAJOWEJ W DĘBOWEJ,dębicki,Jodłowa,Dębowa,,81,,szkola@spdebowa.edu.pl,146833053,gmina.jodlowa@jodlowa.eu,https://www.jodlowa.eu/,851661100,,1278298,113822,123821,699@mail.pl,"Jodłowa 1A, 39-225 Jodłowa",Franciszek,Świstak,brak,brak,16,18,34,mała
700,113826,1190416,8722005519,SZKOŁA PODSTAWOWA NR 1 IM.KS.FRANCISZKA BLACHNICKIEGO W JODŁOWEJ,dębicki,Jodłowa,Jodłowa,,5,,sp1jodlowa@jodlowa.eu,146833053,gmina.jodlowa@jodlowa.eu,nie posiada,851661100,,1190416,113826,123822,700@mail.pl,http://zs1.jodlowa.eu/,Aneta ,Wójtowicz,brak,brak,89,60,149,średnia
701,113958,180967248,0,SPOŁECZNA SZKOŁA PODSTAWOWA NR 2 W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Stanisława Wyspiańskiego,16a,178544188,spoleczna2@wp.pl,178544188,spoleczna2@wp.pl,nie posiada,690017859,,180967248,113958,123823,701@mail.pl,spoleczna2.pl,Grazyna,Filipowicz,brak,brak,24,27,51,mała
702,113966,1131388,0,SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W ŁOWISKU,rzeszowski,Kamień,Łowisko,,181,,zslowisko@wp.pl,178556776,sekretariat@gminakamien.pl,gminakamien.pl,690582105,,1131388,113966,123824,702@mail.pl,zslowisko.edupage.org,Franciszek,Szopa,brak,brak,23,25,48,mała
703,114253,640053,0,SZKOŁA PODSTAWOWA IM. ŚW. STANISŁAWA KOSTKI W KAMIENIU,rzeszowski,Kamień,Nowy Kamień,,26,,zskamien@gmail.com,178556061,sekretariat@gminakamien.pl,"http://www.gminakamien.pl/asp/start,0",690582105,,640053,114253,123825,703@mail.pl,https://zskamien.edupage.org,Bernadeta,Pipka,brak,brak,66,61,127,średnia
704,114701,180978460,8132742530,NIEPUBLICZNA SZKOŁA PODSTAWOWA W BRATKOWICACH,rzeszowski,Świlcza,Bratkowice,,150,178551004,sp3bratkowice@o2.pl,178551004,sp3bratkowice@o2.pl,http://www.nspbratkowice.pl/,180826192,5170358950,180978460,114701,123826,704@mail.pl,http://www.nspbratkowice.pl/,Danuta,Świtalska,brak,brak,21,23,44,mała
705,114947,1214128,6881224546,SZKOŁA PODSTAWOWA W BEREZCE,leski,Solina,Berezka,,18,134692053,spberezka@poczta.onet.pl,134692118,urzad@esolina.pl,www.esolina.pl,370440063,,1214128,114947,123827,705@mail.pl,www.spberezka.edupage.org,Barbara,Rybka,brak,brak,15,23,38,mała
706,115031,1214105,0,SZKOŁA PODSTAWOWA W MYCZKOWIE,leski,Solina,Myczków,,109,134692005,,134692118,urzad@esolina.pl,http://esolina.pl/ ,370440063,,1214105,115031,123828,706@mail.pl,zsmyczkow.edupage.org,Joanna ,Leśniak,brak,brak,25,33,58,mała
707,115038,741297,0,SZKOŁA PODSTAWOWA W WOŁKOWYI,leski,Solina,Wołkowyja,ul. Szkolna,7,134692532,zs.wolkowyja@gmail.com,134692118,urzad@esolina.pl,esolina.pl,370440063,,741297,115038,123829,707@mail.pl,zswolkowyja.pl,Witold,Marciak,brak,brak,37,42,79,mała
708,115043,1214111,0,SZKOŁA PODSTAWOWA W BÓBRCE,leski,Solina,Bóbrka,,50,134691861,zsbobrka@wp.pl,134692118,urzad@esolina.pl,www.esolina.pl,370440063,,1214111,115043,123830,708@mail.pl,zsbobrka.szkolnastrona.pl,Elżbieta,Fudali,brak,brak,25,27,52,mała
709,118737,629784,0,SZKOŁA PODSTAWOWA W OLSZANICY,leski,Olszanica,Olszanica,,20,,zspolszanica@wp.pl,134617045,gmina@olszanica.pl,gminaolszanica.pl,370440057,,629784,118737,123831,709@mail.pl,https://zspolszanica.szkolnastrona.pl/,Monika,Biernacka,brak,brak,37,38,75,mała
710,118740,1214430,0,SZKOŁA PODSTAWOWA IM. ORŁA BIAŁEGO W UHERCACH MINERALNYCH,leski,Olszanica,Uherce Mineralne,,150,134911392,zspuherce@wp.pl,134617045,gmina@olszanica.pl,www.gminaolszanica.plsio,370440057,,1214430,118740,123832,710@mail.pl,www.zspuherce.szkolna.net,Alicja,Weiss,brak,brak,70,64,134,średnia
711,118848,181009992,8652243336,PUBLICZNA SZKOŁA PODSTAWOWA W HUCISKU,niżański,Harasiuki,Hucisko,,76a,158793107,dyrektorhucisko@op.pl,503409827,s.n.d@prokonto.pl,nie posiada,180943160,6020131607,181009992,118848,123833,711@mail.pl,sphucisko.pl,Urszula,Janeczko,brak,brak,19,10,29,mała
712,119879,1187160,6020092959,PUBLICZNA SZKOŁA PODSTAWOWA IM. KARDYNAŁA STEFANA WYSZYŃSKIEGO PRYMASA TYSIĄCLECIA W JEŻOWEM - PODGÓRZU,niżański,Jeżowe,Jeżowe,,416,,psp.jezowe.podgorze@gmail.com,158794304,oswiata@jezowe.pl,www.jezowe.pl,830409413,,1187160,119879,123834,712@mail.pl,www.pspjezowepodgorze.pl,Krystyna,Nizińska,brak,brak,33,47,80,mała
713,119891,1187153,6020093019,PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. URSZULI LEDÓCHOWSKIEJ W JEŻOWEM-KAMERALNEM,niżański,Jeżowe,Jeżowe,,813D,,pspjezowe-kameralne@wp.pl,158794304,oswiata@jezowe.pl,www.jezowe.pl,830409413,,1187153,119891,123835,713@mail.pl,www.iwabel.ayz.pl/wp.-admin,Maria,Benewiat,brak,brak,23,27,50,mała
714,119895,650815,0,PUBLICZNA SZKOŁA PODSTAWOWA IM. STANISŁAWA STASZICA W JEŻOWEM CENTRUM,niżański,Jeżowe,Jeżowe,,135,,psp1jezowe@pro.onet.pl,119895,oswiata@jezowe.pl,www.jezowe.pl,830409413,,650815,119895,123836,714@mail.pl,www.zsjc.edu.pl,Katarzyna,Majka,brak,brak,56,69,125,średnia
715,119991,181024201,7931623942,SPOŁECZNA SZKOŁA PODSTAWOWA Z ODDZIAŁEM PRZEDSZKOLNYM W ZAŁUŻU,lubaczowski,Lubaczów,Załuże,,213,163070231,szkola.zaluze@sisggl.pl,166321684,biuro@sisggl.pl,nie posiada,180213897,7931570157,181024201,119991,123837,715@mail.pl,https://spzaluze.szkolna.net/,Barbara,Zięba,brak,brak,28,19,47,mała
716,120027,1187130,6020092617,PUBLICZNA SZKOŁA PODSTAWOWA IM. JANA PAWŁA II W GROBLACH,niżański,Jeżowe,Groble,,37,158794146,sekretariat@pspgroble.pl,158794304,oswiata@jezowe.pl,https://www.jezowe.pl/,830409413,,1187130,120027,123838,716@mail.pl,https://szkolagroble.edupage.org/,Anna,Drozd-Ulijasz,brak,brak,38,34,72,mała
717,120030,1187147,0,PUBLICZNA SZKOŁA PODSTAWOWA W JACIE,niżański,Jeżowe,Jata,,85,,szkola_jata@wp.pl,158794304,sekretariat@jezowe.pl,www.jezowe.pl,830409413,,1187147,120030,123839,717@mail.pl,pspjata.edupage.org,Stanisława,Flis,brak,brak,39,40,79,mała
718,120076,1187035,6020092936,PUBLICZNA SZKOŁA PODSTAWOWA IM. MARII KONOPNICKIEJ W STARYM NARCIE,niżański,Jeżowe,Stary Nart,,57b,158795114,szkolanart@op.pl,158794304,oswiata@jezowe.pl,jezowe.pl,830409413,,1187035,120076,123840,718@mail.pl,zsnart.eu,Zygmunt,Duma,brak,brak,36,18,54,mała
719,120108,1187124,6020092907,PUBLICZNA SZKOŁA PODSTAWOWA IM.ŚW. JADWIGI ŚLĄSKIEJ W CHOLEWIANEJ GÓRZE,niżański,Jeżowe,Cholewiana Góra,ul. Młynarze,23,,psp_cholewiana@poczta.fm,158794304,oswiata@jezowe.pl,https://www.jezowe.pl/,830409413,,1187124,120108,123841,719@mail.pl,Akacjowa,Grzegorz,Grębowiec,brak,brak,23,16,39,mała
720,120493,1200787,6871447411,SZKOŁA PODSTAWOWA NR 1 IM. ŚW. KAZIMIERZA W ZAGÓRZU,sanocki,Zagórz,Zagórz,ul. Piłsudskiego,70,,sp1_zagorz@op.pl,134622062,urzad@zagorz.pl,www.zagorz.pl,370440778,,1200787,120493,123842,720@mail.pl,nie posiada,Joanna,Kozieja,brak,brak,35,50,85,mała
721,121802,1214588,6852006953,SZKOŁA PODSTAWOWA IM. ADAMA MICKIEWICZA W KĄTACH,jasielski,Nowy Żmigród,Kąty,,183,134415156,spkaty@poczta.onet.pl,134482639,cuw@nowyzmigrod.eu,nie posiada,370440347,6851651551,1214588,121802,123843,721@mail.pl,nie posiada,Cecylia,Bieńko,brak,brak,36,37,73,mała
722,122705,691681683,0,SZKOŁA PODSTAWOWA IM. KONSTYTUCJI 3 MAJA W DĄBROWIE,rzeszowski,Świlcza,Dąbrowa,,51,178514028,zs.dabrowa@swilcza.com.pl,178670141,cuw@swilcza.com.pl,www.swilcza.i-gmina.pl,690582140,,691681683,122705,123844,722@mail.pl,www.zs-dabrowa.pl,Krzysztof,Nowak-Maluchnik,brak,brak,35,37,72,mała
723,122930,181103024,0,SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO RESOVIA W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Stanisława Wyspiańskiego,16A,,info@smsrzeszow.pl,48178612667,info@smsrzeszow.pl,www.smsrzeszow.pl,180989876,,181103024,122930,123845,723@mail.pl,www.smsrzeszow.pl,Maciej,Czerkowicz,brak,brak,5,123,128,średnia
724,123028,181107186,0,NIEPUBLICZNA SZKOŁA PODSTAWOWA IM. ISAAC'A NEWTONA W PRZEMYŚLU,m. Przemyśl,M. Przemyśl,Przemyśl,ul. Księdza Piotra Skargi,7,166705420,poczta@szkolanewton.pl,166705420,poczta@szkolanewton.pl,nie posiada,360903743,7952531719,181107186,123028,123846,724@mail.pl,www.szkolanewton.pl,Andrzej,Tymcio,brak,brak,33,40,73,mała
725,126699,651421967,7952487332,SZKOŁA PODSTAWOWA IM.MACIEJA RATAJA W WYSZATYCACH,przemyski,Żurawica,Wyszatyce,,152,,zs_wyszatyce@pro.onet.pl,166713378,zespol_ds.oswiaty@wp.pl,https://www.zurawica.pl/,650900329,7952307347,651421967,126699,123847,725@mail.pl,http://spwyszatyce.szkolna.net/,Beata,Kurecka,brak,brak,26,26,52,mała
726,126702,651421938,7952487390,SZKOŁA PODSTAWOWA IM.ŚW.STANISŁAWA KOSTKI W MAĆKOWICACH,przemyski,Żurawica,Maćkowice,,64,166717092,mackowicesp@gmail.com,166713378,zuragmina@wp.pl,www.zurawica.pl,650900329,7952307347,651421938,126702,123848,726@mail.pl,www.mackowice-szkola.pl,Bartosz,Pyzik,brak,brak,9,20,29,mała
727,127981,362006947,0,SZKOŁA PODSTAWOWA NR 18 Z ODDZIAŁAMI DWUJĘZYCZNYMI W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. bł. Karoliny,21,,sekretariat@sp18.resman.pl,178754588,edukacja@erzeszow.pl,nie posiada,690581353,,362006947,127981,123849,727@mail.pl,sp18.resman.pl,Grażyna,Świstak,brak,brak,321,299,620,duża
728,128332,362233376,6852313543,NIEPUBLICZNA SZKOŁA PODSTAWOWA W CZELUŚNICY,jasielski,Tarnowiec,Czeluśnica,,77,134406136,nspczelusnica@wp.pl,516325750,nspczelusnica@wp.pl,nie posiada,361099473,,362233376,128332,123850,728@mail.pl,www.nzsp.org,Agnieszka,Wójtowicz,brak,brak,10,24,34,mała
729,128463,362288704,6852313543,NIEPUBLICZNA SZKOŁA PODSTAWOWA W UMIESZCZU,jasielski,Tarnowiec,Umieszcz,,12,134424721,umieszcz.nzs@onet.pl,793445728,umieszcz.nzs@onet.pl,nie posiada,361084342,,362288704,128463,123851,729@mail.pl,www.umieszcz.szkolnastrona.pl,Jolanta,Filipowicz,brak,brak,17,20,37,mała
730,129498,362633242,0,I SZKOŁA PODSTAWOWA MISTRZOSTWA SPORTOWEGO STAL MIELEC W MIELCU,mielecki,Mielec,Mielec,ul. Sękowskiego,1,,pilkarskienadziejesms@europe.com,603034174,pilkarskienadziejesms@europe.com,nie posiada,,,362633242,129498,123852,730@mail.pl,www.sms-stalmielec.com,Alicja,Szopa,brak,brak,1,54,55,mała
731,129993,363237838,0,NIEPUBLICZNA SZKOŁA PODSTAWOWA NR 2 KAMON W PRZEMYŚLU,m. Przemyśl,M. Przemyśl,Przemyśl,ul. 3 Maja,38,,szkolakamon@gmail.com,603784646,kamon.krzysztof@gmail.com,nie posiada,,,363237838,129993,123853,731@mail.pl,szkolakamon.pl/kamon/,Krzysztof,Pipka,brak,brak,21,25,46,mała
732,130188,363617819,0,SZKOŁA PODSTAWOWA IM. SYBIRAKÓW W BACHOWIE,przemyski,Krzywcza,Bachów,,43,166511085,janusz.chr2004@gmail.com,604414993,stowarzyszeniewruszelczycach@onet.pl,nie posiada,180861120,7952525506,363617819,130188,123854,732@mail.pl,spbachow.pl,Janusz,Świtalska,brak,brak,12,13,25,mała
733,130204,363634232,0,SZKOŁA PODSTAWOWA W RECZPOLU,przemyski,Krzywcza,Reczpol,,87A,,stowarzyszeniedlaedukacji@wp.pl,600909933,stowarzyszeniedlaedukacji@wp.pl,nie posiada,361732835,,363634232,130204,123855,733@mail.pl,RECZPOL,JOANNA,Rybka,brak,brak,16,16,32,mała
734,132932,366371885,0,PUBLICZNA SZKOŁA PODSTAWOWA IM. ŚW. JANA PAWŁA II SIÓSTR PREZENTEK W RZESZOWIE,m. Rzeszów,M. Rzeszów,Rzeszów,ul. ks. Józefa Jałowego,1,,prezentek@szkola.opoka.org.pl,600657033,sekretariat@siostryprezentki.pl,https://siostryprezentki.pl/,40007212,,366371885,132932,123856,734@mail.pl,http://www.prezentek.edu.pl/,s. Agata,Leśniak,brak,brak,83,76,159,średnia
735,133929,367732530,0,SZKOŁA PODSTAWOWA NR 26,m. Rzeszów,M. Rzeszów,Rzeszów,ul. Jarosława Dąbrowskiego,66a,,sekretariat@zszp8.resman.pl,178754588,edukacja@erzeszow.pl,erzeszow.pl,690581353,,367732530,133929,123857,735@mail.pl,http://zszp8.resman.pl ,Dorota,Marciak,brak,brak,47,61,108,mała
736,133963,367751970,6842646875,SZKOŁA PODSTAWOWA IM. STANISŁAWA GAŁUSZKI W PRZYBÓWCE,krośnieński,Wojaszówka,Przybówka,,189,,spprzyb@interia.pl,134385016,urzad@wojaszowka.pl,www.wojaszowka.pl,370440608,6842366213,367751970,133963,123858,736@mail.pl,www.spprzybowka.edupage.org,Barbara,Fudali,brak,brak,12,15,27,mała
737,133969,367753956,7922300197,SZKOŁA PODSTAWOWA NR 1 IM. ŚW. KRÓLOWEJ JADWIGI,jarosławski,Jarosław,Jarosław,ul. 3 Maja,30,,sekretariat@sp1.jaroslaw.pl,166248701,kancelaria@um.jaroslaw.pl,miastojaroslaw.pl,650900520,,367753956,133969,123859,737@mail.pl,sp1.jaroslaw.pl,Olaf,Biernacka,brak,brak,76,92,168,średnia
738,133982,367761051,7921068893,SZKOŁA PODSTAWOWA NR 2 IM. KS. STANISŁAWA KONARSKIEGO,jarosławski,Jarosław,Jarosław,ul. Jana Pawła II,26,,dwojka@sp2.jaroslaw.pl,166248701,sekretariat@um.jaroslaw.pl,https://miastojaroslaw.pl/,650900520,,367761051,133982,123860,738@mail.pl,https://sp2jaroslaw.edupage.org/,Elżbieta,Weiss,brak,brak,136,141,277,duża
739,262408,367999210,8172184585,SZKOŁA PODSTAWOWA NR 7 IM. IGNACEGO ŁUKASIEWICZA W MIELCU,mielecki,Mielec,Mielec,ul. Grunwaldzka,7,,sp7@miasto.mielec.pl,177874000,sekretariat@um.mielec.pl,www.um.mielec.pl,690581867,,367999210,262408,123861,739@mail.pl,www.sp7.mielec.pl,Małgorzata,Janeczko,brak,brak,92,82,174,średnia
